ADJ,ADV,CONJ,NOUN,NUM,VERB,COMMA,FULLSTOP,SPECIAL-,FUNCTION-A,FUNCTION-IN,FUNCTION-OF,FUNCTION-THE,uppercase_freq,flesch_reading_ease,flesch_kincaid_grade_level,avg_word_length,avg_sentence_length,text_perplexity,avg_sentence_perplexity,prompt_text_cosine_similarity,avg_sentence_cosine_similarity,tf_idfs_looked,tf_idfs_finale,tf_idfs_summary,tf_idfs_eye,tf_idfs_hand,tf_idfs_black,tf_idfs_said,tf_idfs_summarise,tf_idfs_end,tf_idfs_door,tf_idfs_knew,tf_idfs_face,tf_idfs_overall,tf_idfs_sum,tf_idfs_summarize,tf_idfs_conclude,tf_idfs_suggest,label
11,13,10,44,0,39,8,22,0,5,3,6,15,0.022334294,94.56,2.7,3.923357664,10.7,1.064939737,1.100228488,0.889241934,0.958850166,0,0,0,0,0,0,0,0,0,0,0.707106781,0.707106781,0,0,0,0,0,0
88,87,56,242,13,200,105,98,4,41,15,31,63,0.026027397,83.36,4.9,4.0449521,15.40740741,1.103825808,1.053173745,0.934290588,0.967737723,0.241991322,0,0,0,0.066958219,0,0.967965287,0,0,0,0,0,0,0,0,0,0,0
28,53,11,61,5,82,22,28,2,8,8,7,10,0.020563254,78.79,6.7,3.861003861,18.64516129,1.01672101,1.00524,0.896425605,0.965658224,0.240943946,0,0,0.298643811,0.200005241,0,0.722831839,0,0,0,0.481887892,0.240943946,0,0,0,0,0,0
38,44,30,85,3,122,34,26,1,12,7,11,32,0.021043001,83.59,6.9,3.881057269,24.35483871,1.129032731,1.062397908,0.916103184,0.970683529,0.439703296,0,0,0,0,0,0.182496728,0,0,0,0.879406593,0,0,0,0,0,0,0
50,29,13,143,1,124,36,86,6,7,7,12,33,0.02831094,88.02,3.1,4.014686248,10.10989011,1.081323981,1.066655462,0.915191472,0.95910234,0,0,0,0,0.478124117,0.191996821,0.318749411,0,0,0.475950223,0,0.637498822,0,0,0,0,0,0
34,37,16,83,4,74,30,42,2,10,6,7,19,0.027998133,93.74,3,3.915151515,13.13333333,1.051237106,1.075891489,0.92279923,0.958863399,0,0,0,0.40824829,0,0.40824829,0,0,0,0,0.816496581,0,0,0,0,0,0,0
27,38,30,162,0,182,49,74,3,16,16,10,52,0.029594272,86.2,3.8,4.417431193,12.55813953,1.010573626,1.123304892,0.913315892,0.962860049,0.472745562,0,0,0.283647337,0.156968609,0,0.784843043,0,0,0,0,0.235452913,0,0,0,0,0,0
16,26,5,41,0,43,20,23,15,13,3,4,0,0.026494565,76.52,5.5,4.070671378,14.95652174,1.077997804,1.129146809,0.887357652,0.962227984,0,0,0,0,0.196116135,0,0,0,0,0,0,0.980580676,0,0,0,0,0,0
17,27,12,38,1,42,13,19,1,7,5,2,6,0.019690577,83.76,4.8,3.992805755,13.91304348,1.024145007,1.077932088,0.895819843,0.959017903,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
27,29,11,86,9,69,33,10,0,11,10,6,14,0.244174265,62.24,13,4.119341564,26.19047619,1.168306828,1.265357918,0.910123646,0.962184026,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
30,67,21,68,3,105,50,46,5,9,7,7,12,0.029356061,92.32,3.6,3.767912773,15.28571429,1.105441928,1.018946409,0.895298064,0.963062769,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
16,23,11,43,5,30,13,21,0,8,5,4,12,0.021720969,84.07,4.7,3.615686275,13.80952381,1.043888569,1.004654873,0.910848796,0.954106671,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
40,37,15,120,3,99,28,44,1,19,7,12,29,0.019039377,75.2,6,4.295345104,14.67346939,1.102440119,1.030272834,0.918787003,0.963199147,0,0,0,0,0,0.321387576,0.796703233,0,0,0.398351617,0,0.321387576,0,0,0,0,0,0
101,81,44,238,7,180,60,69,3,30,20,31,57,0.015069067,78.59,6.8,4.215250199,18.98666667,1.143099308,1.125066299,0.899595141,0.966399792,0.331229656,0,0,0,0.154198039,0,0,0,0.110409885,0.07709902,0.916501786,0.091650179,0,0,0,0,0,0
48,54,32,126,0,147,68,78,1,20,4,16,39,0.024822695,93.54,3.1,3.753513514,12.85714286,1.136148095,1.090945429,0.921238244,0.960516366,0,0,0,0,0.065809754,0,0.938763022,0,0,0.32904877,0,0.078230252,0,0,0,0,0,0
64,70,45,170,8,236,42,116,1,20,14,15,38,0.026,96.48,2,3.766694147,9.872483221,1.19213891,1.185051462,0.904313087,0.957433504,0,0,0,0,0.245855707,0,0.292256887,0,0,0,0.292256887,0.876770662,0,0,0,0,0,0
44,49,25,135,7,120,57,54,0,9,10,14,32,0.023545706,85.59,4.1,4.08310992,14.78461538,1.016663194,1.008004024,0.90772897,0.956147105,0.409122088,0,0,0,0.5713784,0,0,0,0.409122088,0.2856892,0,0,0.507096282,0,0,0,0,0
67,75,39,206,20,215,69,75,8,24,13,23,41,0.021204411,84.37,4.5,4.081889764,13.55263158,1.070957422,1.398593808,0.921136141,0.961062187,0,0,0,0,0,0,0.66369839,0,0,0.558324009,0.497773792,0,0,0,0,0,0,0
43,33,22,111,8,105,54,40,0,15,11,17,27,0.020113686,81.22,5.8,4.189710611,18.025,1.080944061,1.022980041,0.904586494,0.962634906,0.518709712,0,0,0,0,0,0.218177481,0,0.312441725,0.312441725,0.312441725,0.62488345,0,0,0,0,0,0
63,53,40,220,6,221,99,108,1,26,13,29,66,0.027817746,85.99,3.9,4.265402844,13.5648855,1.024578214,1.011918831,0.894906461,0.954014711,0.049506969,0,0,0.05964046,0,0.369614063,0.874583286,0,0,0.05964046,0,0.298202299,0,0,0,0,0,0
34,62,23,86,5,92,34,43,2,14,8,11,18,0.021855486,92.63,3.4,3.927631579,13.7254902,1.055288196,1.099290725,0.920603931,0.961174682,0.24959107,0,0,0,0.300679408,0,0.104981938,0,0.150339704,0,0.902038224,0,0,0,0,0,0,0
16,11,9,59,1,44,12,20,0,2,3,7,19,0.013953488,91.21,4,4.294964029,15.65,1.045412898,1.013860679,0.8797189,0.970055502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,29,16,57,2,56,38,6,0,8,5,8,23,0.016208251,60.92,13.6,4.02020202,40.81818182,1.3379668,1.246587515,0.895247221,0.966712022,0,0,0,0.39563776,0.39563776,0,0.828819357,0,0,0,0,0,0,0,0,0,0,0
99,94,40,220,13,160,113,68,4,13,12,35,56,0.018565401,71.04,7.6,4.541736227,20.4057971,1.078430057,1.032923776,0.914130807,0.968989327,0.779678693,0,0,0,0,0,0,0,0.626179795,0,0,0,0,0,0,0,0,0
25,26,28,75,1,92,23,48,4,9,5,6,15,0.031715521,94.56,2.7,3.773897059,12.8490566,1.068466663,1.061330951,0.900339186,0.962101641,0,0,0,0,0,0,0.24980648,0,0.499612959,0,0,0.829447776,0,0,0,0,0,0
37,19,17,120,3,68,36,35,0,14,5,16,38,0.016031196,83.96,4.7,4.270875764,15.23684211,1.087807775,1.035400884,0.918049037,0.964335382,0.388385757,0,0,0,0,0.233941863,0,0,0,0.869894726,0,0.194192879,0,0,0,0,0,0
62,73,35,159,8,117,98,77,4,34,7,18,30,0.041944709,76.62,5.5,4.203203203,14.08045977,1.0650208,1.390090207,0.914798021,0.959792766,0.380405648,0,0,0.568014077,0.458270181,0,0,0,0,0,0.568014077,0,0,0,0,0,0,0
17,11,19,53,0,45,21,10,1,1,5,8,12,0.014666667,77.67,7.1,4.396296296,24,1.063943982,1.016304951,0.86302501,0.972549458,0,0,0,0,0.416804182,0.416804182,0.416804182,0,0,0,0,0.691970246,0,0,0,0,0,0
59,43,25,147,3,129,10,45,1,22,7,22,40,0.020304569,78.69,6.7,4.192353644,19.27659574,1.17722857,1.249536157,0.887091041,0.965922979,0.490845239,0,0,0,0,0,0,0,0.87124678,0,0,0,0,0,0,0,0,0
27,26,16,83,8,82,36,48,0,7,4,8,27,0.022068966,86.4,3.8,4.222916667,12.38297872,1.017928839,1.005885801,0.888620555,0.958950973,0.322509409,0,0,0,0,0,0.645018818,0,0,0.69277587,0,0,0,0,0,0,0,0
111,101,72,238,6,234,147,98,0,29,18,33,37,0.021873514,83.05,5.1,4.232230392,16,1.061426401,1.108005568,0.904287159,0.96201211,0.236984161,0,0,0,0.140215062,0,0.947936644,0,0,0,0.113124629,0.113124629,0,0,0,0,0,0
55,45,22,132,5,123,65,44,0,13,14,19,50,0.020589612,72.26,7.1,4.552564103,17.07407407,1.038556099,1.022713737,0.921334803,0.964263589,0.266297167,0,0,0,0,0,0.798891501,0,0,0,0.381351668,0.381351668,0,0,0,0,0,0
55,57,34,133,9,118,47,49,1,31,14,23,29,0.028102032,81.43,5.7,4.260709914,16.57142857,1.085010052,1.103024772,0.899713755,0.964009525,0,0,0,0,0,0,0.723298979,0,0,0.690535001,0,0,0,0,0,0,0,0
71,44,20,177,14,124,26,73,1,26,12,14,40,0.023245214,94.45,2.7,4.152795031,12.125,1.310528517,1.35415181,0.901564777,0.963317224,0.961379454,0,0,0,0,0,0.160229909,0,0,0,0.2237765,0,0,0,0,0,0,0
32,42,12,69,4,81,18,80,0,3,6,4,15,0.045338767,98.11,1.3,3.980932203,6.715909091,1.092160225,1.306818044,0.886685133,0.95629067,0,0,0,0.42066906,0.339393149,0,0,0,0.84133812,0,0,0,0,0,0,0,0,0
80,98,45,193,7,218,99,90,4,24,24,20,62,0.0209986,83.76,4.8,4.233537519,13.67226891,1.192697763,1.109853307,0.921832085,0.957938997,0.101856137,0,0,0,0.101856137,0,0.916705236,0,0,0,0.213377859,0.305568412,0,0,0,0,0,0
26,44,19,88,5,107,23,60,0,9,11,6,25,0.037054192,96.18,2.1,3.905660377,10.47887324,1.080714464,1.121604574,0.899463296,0.960054552,0,0,0,0,0,0,0,0,0,0.87124678,0.490845239,0,0,0,0,0,0,0
62,30,18,177,4,106,35,40,2,9,17,23,55,0.024670353,68.81,8.5,4.482712766,18.08333333,1.174154997,1.191234198,0.900171697,0.962811464,0,0,0,0,0,0,0,0,0,0,0.32963464,0.944108577,0,0,0,0,0,0
112,105,66,351,10,264,118,86,1,50,24,50,113,0.013096747,77.98,7,4.265053461,21.69148936,1.083445072,1.0649224,0.923505902,0.965302609,0.518293021,0,0,0,0,0,0.64534504,0,0,0.518293021,0,0.215115013,0,0,0,0,0,0
32,22,16,60,9,44,18,17,1,13,4,8,17,0.022930649,77.98,7,4.052023121,21.77777778,1.092640281,1.147840248,0.896784306,0.965272293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,33,15,69,5,83,18,38,0,4,3,3,13,0.040904716,96.38,2,3.962886598,11.09259259,1.142197609,1.200685978,0.913207114,0.958731289,0,0,0,0,0,0,0.894427191,0,0,0,0,0.447213595,0,0,0,0,0,0
30,38,22,91,7,76,25,27,5,18,8,13,28,0.017218543,80.01,6.2,4.241904762,18.875,1.064493895,1.093533767,0.891074717,0.966161658,0,0,0,0.555335479,0,0,0.743829285,0,0,0,0,0.371914642,0,0,0,0,0,0
25,24,19,77,1,76,49,28,2,3,7,11,28,0.025949954,80.82,5.9,4.023255814,18.86666667,1.088025093,1.030385779,0.901536822,0.970460687,0.427381065,0,0,0,0.264863907,0.264863907,0,0,0,0.213690532,0.794591721,0,0,0,0,0,0,0
26,24,31,100,6,69,35,46,0,10,6,14,34,0.026486989,94.05,2.9,3.919642857,12.81132075,1.064772367,1.059427236,0.912191272,0.957660985,0.229012564,0,0,0,0,0,0,0,0.923829472,0,0.306744766,0,0,0,0,0,0,0
36,65,51,123,0,94,62,70,4,14,7,22,31,0.029622551,94.15,2.9,3.792973651,12.25641026,1.122923493,1.118444199,0.904293835,0.955817939,0,0,0,0.486484318,0.486484318,0.602984772,0,0,0,0,0.40382593,0,0,0,0,0,0,0
55,53,30,140,2,129,24,59,2,20,8,12,28,0.022857143,84.17,4.6,4.244186047,14.0625,1.064474463,1.053325634,0.902892292,0.961133324,0,0,0,0.308074684,0.616149367,0,0.616149367,0,0,0,0,0.38185063,0,0,0,0,0,0
15,17,14,62,5,49,8,11,1,1,5,6,20,0.017026107,69.25,10.4,4.231231231,27.76923077,1.235239267,1.283301372,0.90119797,0.970064123,0,0,0,0,0,0,0,0,0.923607744,0,0.38333893,0,0,0,0,0,0,0
29,22,12,67,3,58,21,24,2,9,3,2,11,0.023865232,72.66,7,4.694214876,16.38461538,1.087506771,1.088161106,0.896550417,0.956107795,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
35,47,18,118,6,103,43,47,0,17,3,12,40,0.02720403,85.59,4.1,3.91641791,13.0483871,1.032012701,1.035121964,0.919736147,0.959503696,0,0,0,0,0.285952644,0.426978749,0.857857933,0,0,0,0,0,0,0,0,0,0,0
30,24,15,72,5,100,25,41,1,5,2,6,16,0.027410671,94.05,2.9,3.798892989,12.64,1.05292964,1.046666916,0.9060179,0.958345727,0.220626636,0,0,0,0,0,0.786798746,0,0,0.441253273,0.262266249,0.262266249,0,0,0,0,0,0
50,51,54,208,15,191,91,84,1,23,18,19,58,0.028361858,92.53,3.5,3.883944154,12.58558559,1.038890123,1.069935236,0.90658015,0.951620829,0.235522092,0,0,0.337280128,0.279972974,0,0,0,0.418050025,0.706566276,0.279972974,0,0,0,0,0,0,0
92,101,54,285,27,273,40,120,8,34,21,20,86,0.019265233,92.53,3.5,3.824601367,13.8707483,1.053579926,1.018750594,0.912913203,0.966913647,0.286344498,0,0,0.082012102,0.068077453,0,0.680774529,0,0,0.629957895,0.204232359,0.068077453,0,0,0,0,0,0
14,19,10,74,4,48,14,17,8,3,0,7,22,0.022714036,78.59,6.8,4.195652174,19.05,1.09774518,1.028731173,0.887424707,0.960159343,0.612783859,0,0,0,0,0,0,0,0,0.30639193,0,0.728436632,0,0,0,0,0,0
45,42,51,142,6,180,16,67,0,19,5,19,29,0.019465822,92.02,3.7,3.736334405,12.09090909,1.037242889,1.078842718,0.883582234,0.955905974,0.347330083,0,0,0,0.259313154,0,0.876555046,0,0,0,0,0.20921222,0,0,0,0,0,0
18,37,11,79,3,86,28,32,0,7,9,4,23,0.024778761,76.42,5.5,4.222457627,14,1.079368234,1.052322455,0.914927423,0.954746953,0.23216725,0,0,0,0,0,0.78122564,0,0.346667478,0,0.4643345,0,0,0,0,0,0,0
24,42,12,84,6,92,41,62,4,11,6,9,25,0.04,96.99,1.8,3.65982906,9.594936709,1.072404027,1.076054337,0.91400677,0.952397781,0.194725732,0,0,0,0,0,0.819047125,0,0,0.290760555,0.389451465,0.234583785,0,0,0,0,0,0
17,16,12,38,1,53,9,31,0,3,2,4,11,0.035196687,87.82,3.2,4.164233577,9.545454545,1.13340199,1.169633782,0.904814303,0.96320329,0,0,0,0,0,0,0.387714918,0,0,0,0.921779335,0,0,0,0,0,0,0
23,20,7,54,1,46,16,26,0,2,4,5,14,0.028387097,93.24,3.2,3.97689769,13,1.036167383,1.013417416,0.868343294,0.958463738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,22,19,109,2,62,26,21,1,9,8,11,42,0.018034265,75.74,7.9,4.32832618,21.875,1.041519403,1.011469565,0.929473758,0.972648591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,28,11,68,3,57,35,32,3,12,2,6,16,0.05333998,84.98,4.3,3.94939759,12.24444444,1.05277288,1.249539906,0.914866984,0.954996733,0,0,0,0,0.577350269,0,0.577350269,0,0.577350269,0,0,0,0,0,0,0,0,0
39,38,28,110,4,98,57,40,0,24,8,13,18,0.02607871,89.38,4.7,3.827639752,17.34090909,1.082574368,1.088511242,0.919007301,0.961775273,0,0,0,0,0,0.221997333,0.443994665,0,0,0.802312677,0.331481961,0,0,0,0,0,0,0
105,143,60,312,9,233,121,102,5,37,22,37,100,0.02430243,82.95,5.1,4.178838413,15.1,1.039267182,1.12088201,0.890978694,0.950517228,0.535823853,0,0,0.40186789,0.358847479,0.17942374,0.08971187,0,0.269135609,0.540374139,0,0.133955963,0,0,0,0,0,0
27,19,13,77,2,73,4,24,0,14,4,16,29,0.026487191,78.18,6.9,4.024048096,20.38461538,1.045544147,1.519717803,0.906736076,0.964231312,0,0,0,0,0.577350269,0.577350269,0,0,0.577350269,0,0,0,0,0,0,0,0,0
59,65,42,131,14,124,43,49,1,21,4,21,31,0.018924731,80.31,6.1,4.01183432,18.13461538,1.202192187,1.083567394,0.90474695,0.965765573,0.469569103,0,0,0,0,0,0.32789924,0,0,0,0.819748099,0,0,0,0,0,0,0
40,61,21,128,3,135,46,59,2,17,10,8,23,0.030204461,84.88,4.4,4.008092486,12.52873563,1.067939639,1.031135336,0.921063662,0.947871374,0,0,0,0,0,0,0.29876576,0,0.29876576,0,0.29876576,0.855696829,0,0,0,0,0,0
37,37,11,97,2,68,37,32,4,9,7,16,38,0.039824945,81.12,5.8,4.37699115,17.76315789,1.080116272,6.20678942,0.91418761,0.960560677,0,0,0,0,0,0,0.827272291,0,0.27575743,0.489467462,0,0,0,0,0,0,0,0
58,64,34,153,4,129,75,79,0,29,13,10,39,0.039447732,95.37,2.4,3.859743041,11.65656566,1.104796171,1.035539482,0.906097114,0.95465972,0.438330956,0,0,0.135824981,0.679124903,0,0.535649974,0,0.15304285,0,0.076521425,0.109582739,0,0,0,0,0,0
50,49,28,139,9,121,18,62,8,10,7,10,45,0.021682567,85.18,4.2,4.492517007,13.17460317,1.07543993,1.123925483,0.907999456,0.964113884,0,0,0,0,0,0,0,0,0.447213595,0,0.894427191,0,0,0,0,0,0,0
22,30,12,46,4,66,14,29,0,5,5,7,8,0.02188716,83.15,5,3.943902439,13.41176471,1.050143838,1.066505814,0.908055663,0.958389869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,24,16,80,3,52,17,42,0,6,4,2,24,0.036250647,96.69,1.9,3.933510638,9.367346939,1.036686778,1.069389859,0.887806237,0.961469449,0.097939892,0,0,0,0.117987028,0,0,0,0,0.943896227,0.292483761,0,0,0,0,0,0,0
71,97,30,150,9,175,49,74,5,20,6,17,38,0.031295137,94.15,2.9,3.666393443,12.30973451,1.087835073,1.083844301,0.914733291,0.954838596,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
46,30,21,126,6,76,22,38,0,11,10,11,32,0.014595496,82.85,5.1,4.428828829,15.425,1.354701638,1.288552231,0.917244017,0.961360934,0.427992923,0,0,0,0,0.639070441,0,0,0,0,0,0.639070441,0,0,0,0,0,0
42,47,19,131,5,138,74,51,2,19,17,10,50,0.029239766,93.14,3.3,4.013048636,14.54794521,1.06515193,1.034004197,0.917543173,0.954356646,0.353343275,0,0,0,0.106417115,0,0.9233089,0,0,0.106417115,0,0,0,0,0,0,0,0
61,33,17,115,12,102,32,66,3,13,4,6,28,0.025129983,85.59,4.1,4.258751903,11.20588235,1.029693723,1.180768068,0.900104284,0.949545422,0.921779335,0,0,0,0,0,0,0,0,0,0,0.387714918,0,0,0,0,0,0
25,43,13,59,5,62,18,31,0,5,3,3,6,0.02079646,83.25,5,4.113163972,12.97368421,1.09495604,1.065402476,0.909840405,0.950114471,0,0,0,0,0.921779335,0,0,0,0,0,0,0.387714918,0,0,0,0,0,0
18,27,14,34,0,39,13,11,0,5,4,2,8,0.015103339,88.16,5.2,4.1125,18.2,1.134592175,1.0456031,0.928341389,0.960420779,0.837144734,0,0,0,0.418572367,0,0,0,0,0,0,0.352116271,0,0,0,0,0,0
96,81,44,179,4,207,118,74,2,29,11,11,28,0.028110359,82.65,5.2,3.916532905,14.85849057,1.056316376,1.135362574,0.918264866,0.956455781,0.607717993,0,0,0,0.607717993,0,0,0,0,0,0,0.511231534,0,0,0,0,0,0
31,37,17,89,3,68,28,32,0,3,5,18,19,0.021835827,65.73,7.6,4.604803493,15.58823529,1.052331924,1.006799877,0.924359441,0.955094175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,21,8,45,2,34,18,21,1,5,1,8,9,0.03041543,86.6,3.7,4.015564202,13,1.023744106,1.274865813,0.894447625,0.955424048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,19,17,87,7,75,18,23,3,10,10,7,28,0.024988431,78.18,6.9,4.166666667,20.52,1.082825184,1.035603368,0.921938658,0.968683277,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
54,43,23,152,3,104,35,47,7,22,13,28,39,0.019936565,81.53,5.6,4.211195929,16.33333333,1.239594579,1.262504816,0.908810616,0.952438071,0.189814378,0,0,0,0,0.283427019,0.850281057,0,0.283427019,0,0,0.283427019,0,0,0,0,0,0
25,27,18,78,0,42,33,13,1,8,5,7,21,0.022807907,77.77,7.1,4.005333333,14.80645161,1.038027167,1.049519812,0.889535785,0.934604349,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,33,12,56,9,98,28,50,3,11,2,5,14,0.036,87.92,3.2,3.894117647,10.94736842,1.069627762,1.082764303,0.917087972,0.958504881,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,20,17,88,6,51,26,28,2,11,1,9,31,0.017714792,74.08,6.4,4.521303258,15.72413793,1.025479794,1.008049509,0.890924394,0.959907864,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
35,47,7,113,7,109,36,28,1,8,6,12,45,0.047216036,79.5,6.4,4.407239819,18.39534884,1.063521743,1.05334631,0.915658534,0.952989128,0.636304485,0,0,0,0,0.19163712,0,0,0,0.712587814,0.159076121,0.159076121,0,0,0,0,0,0
32,19,18,72,1,49,28,23,0,14,11,8,11,0.030545819,64.91,7.9,4.291208791,14.7,1.017061949,1.127995376,0.906849802,0.957258654,0,0,0,0,0.707106781,0.707106781,0,0,0,0,0,0,0,0,0,0,0,0
49,47,24,113,3,94,33,48,0,15,10,11,29,0.022777048,83.46,4.9,4.035767511,15,1.054200053,1.073288037,0.905602336,0.958113509,0.785699282,0,0,0,0,0,0.586595199,0,0,0,0,0.196424821,0,0,0,0,0,0
38,38,18,192,3,135,42,62,2,10,4,22,48,0.026425591,84.17,4.6,4.150784077,14.81818182,1.0557307,1.019314201,0.901442945,0.961073872,0.619495332,0,0,0,0.248766231,0,0,0,0,0,0.619495332,0.412996888,0,0,0,0,0,0
79,79,29,243,8,176,48,98,0,33,11,31,73,0.020565553,84.27,4.6,4.255756579,14.05102041,1.166617393,1.064919488,0.919408679,0.963092132,0,0,0,0,0.261093601,0,0,0,0.210648673,0,0.842594692,0.421297346,0,0,0,0,0,0
60,48,15,175,13,114,69,54,5,20,7,20,50,0.016593886,79.3,6.5,4.276330691,17.16393443,1.118442655,1.059433406,0.895809412,0.962697222,0,0,0,0,0,0.869563495,0,0,0,0.349184284,0,0.349184284,0,0,0,0,0,0
15,11,4,37,2,42,6,27,0,5,6,4,9,0.029271613,88.43,3,4.283018868,9.542857143,1.046980977,1.031008874,0.892942905,0.956927391,0.328684858,0,0,0,0,0.328684858,0.395962758,0,0.791925516,0,0,0,0,0,0,0,0,0
22,24,12,82,3,57,26,39,2,8,3,10,20,0.027449124,86.5,3.7,4.136020151,11.80952381,1.111743808,1.110403163,0.899330437,0.958014907,0.092409805,0,0,0,0,0,0.89059999,0,0,0.445299995,0,0,0,0,0,0,0,0
28,28,10,77,0,57,17,25,0,9,2,13,31,0.012522361,72.05,7.2,4.602564103,16.51851852,1.19727385,1.366998328,0.896842241,0.952721435,0.538282557,0,0,0,0,0.538282557,0,0,0,0,0.648462626,0,0,0,0,0,0,0
31,24,17,118,3,98,31,44,4,10,2,7,45,0.020725389,83.46,4.9,4.409722222,14.53191489,1.118952394,1.455713955,0.893851817,0.95256448,0.19203433,0,0,0,0,0.238021603,0,0,0,0.95208641,0,0,0,0,0,0,0,0
22,25,10,62,1,47,30,21,0,8,3,9,15,0.015690377,72.46,7.1,4.547904192,18.76190476,1.098631263,1.047575309,0.904858887,0.967128,0,0,0,0,0,0,0,0,0.374104772,0,0,0,0.927386445,0,0,0,0,0
20,18,10,36,3,41,28,33,1,9,3,1,8,0.038724374,105.35,0.6,3.651685393,9.026315789,1.135631919,1.113424204,0.892847598,0.955990658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,45,20,143,10,152,25,83,1,35,16,13,30,0.03424015,86.1,3.9,4.045086705,10.41747573,1.0640136,1.196229025,0.902808547,0.947577199,0.278355096,0,0,0.172506984,0.345013967,0,0.862534918,0,0,0,0,0.172506984,0,0,0,0,0,0
15,11,6,41,4,37,10,24,0,9,3,5,9,0.030354132,94.76,2.6,3.926406926,10.37037037,1.066010237,1.167920762,0.917597711,0.951460744,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
72,76,29,206,4,176,57,83,107,26,13,17,68,0.0306868,85.08,4.3,4.333636364,13.37383178,1.148570895,1.267584416,0.861456931,0.941935396,0,0,0,0,0.816496581,0.40824829,0,0,0.40824829,0,0,0,0,0,0,0,0,0
50,25,12,91,4,65,27,27,1,13,6,12,13,0.034160037,83.66,4.8,3.996023857,12.93617021,1.022572398,1.036928013,0.913210869,0.949738255,0,0,0,0,0,0,0.471201878,0,0,0.836379957,0,0.280066702,0,0,0,0,0,0
81,86,28,219,9,187,59,76,5,27,14,16,44,0.027094832,84.47,4.5,4.192982456,12.71428571,1.080364585,1.050767243,0.917068899,0.955891266,0.308723658,0,0,0,0.779124222,0.259708074,0.259708074,0,0.259708074,0,0.308723658,0,0,0,0,0,0,0
75,103,40,192,8,230,94,90,9,29,13,25,31,0.020279405,83.96,4.7,4.04379562,14.4173913,1.0882653,1.094266554,0.902920365,0.960550055,0.594892606,0,0,0.126897385,0.643425961,0.071491773,0.142983547,0,0.21447532,0,0.339938632,0.169969316,0,0,0,0,0,0
36,29,18,112,1,56,21,24,0,12,5,20,39,0.011581292,84.41,6.6,4.034068136,22,1.070722342,1.03982813,0.870631695,0.971566063,0.49880578,0,0,0,0.419611147,0.209805573,0.419611147,0,0.209805573,0,0.24940289,0.49880578,0,0,0,0,0,0
29,35,21,72,1,72,10,27,1,13,4,4,23,0.017058552,89.79,4.5,4.117505995,16.92592593,1.08047533,1.060950566,0.897196949,0.965742861,0.769447073,0,0,0,0.638710578,0,0,0,0,0,0,0,0,0,0,0,0,0
69,60,22,185,10,131,46,44,1,17,10,27,36,0.023348018,84.17,4.6,4.184108527,13.26086957,1.05730927,1.029438841,0.925911844,0.958668556,0,0,0,0,0.18651025,0.224686691,0,0,0.278493362,0,0.835480085,0.3730205,0,0,0,0,0,0
48,35,22,105,2,97,53,45,7,14,10,8,18,0.036138614,85.89,4,4.0544,11.73134328,1.074734092,1.11602888,0.887435496,0.963261557,0.338298671,0,0,0,0,0,0.419312483,0,0,0,0,0.84245537,0,0,0,0,0,0
35,27,16,105,9,61,31,22,4,7,8,10,19,0.016949153,69.72,8.1,4.415011038,21.44,1.062610745,1.061549393,0.912478626,0.962441618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,51,40,104,4,108,32,39,0,19,8,10,37,0.019815668,89.48,4.7,3.944281525,17.08695652,1.204036117,1.155818994,0.895856261,0.959505887,0,0,0,0.400351641,0.53624032,0.323001183,0,0,0,0.400351641,0,0.53624032,0,0,0,0,0,0
56,64,33,211,13,169,39,47,1,23,7,8,64,0.023529412,89.18,4.8,4.12173913,17.36619718,1.12180388,1.139141243,0.928427994,0.938297655,0,0,0,0.424234249,0,0.262913709,0,0,0,0.848468499,0.176076375,0,0,0,0,0,0,0
35,45,21,117,6,96,29,39,2,6,8,12,41,0.018053721,84.27,4.6,4.166409861,14.86538462,1.069532752,1.00903801,0.910313964,0.956603889,0.830880748,0,0,0,0,0,0,0,0,0,0.556450521,0,0,0,0,0,0,0
