ADJ,ADV,CONJ,NOUN,NUM,VERB,COMMA,FULLSTOP,SPECIAL-,FUNCTION-A,FUNCTION-IN,FUNCTION-OF,FUNCTION-THE,uppercase_freq,flesch_reading_ease,flesch_kincaid_grade_level,avg_word_length,avg_sentence_length,text_perplexity,avg_sentence_perplexity,prompt_text_cosine_similarity,avg_sentence_cosine_similarity,tf_idfs_get,tf_idfs_like,tf_idfs_sum,tf_idfs_summary,tf_idfs_overall,tf_idfs_summarize,tf_idfs_dont,tf_idfs_say,tf_idfs_im,tf_idfs_look,tf_idfs_said,tf_idfs_know,tf_idfs_think,tf_idfs_summarise,tf_idfs_end,tf_idfs_conclude,tf_idfs_told,tf_idfs_conclusion,tf_idfs_finale,label
49,47,24,113,3,94,33,48,0,15,10,11,29,0.022777047744196234,83.46,4.9,4.0357675111773474,15.0,1.0542000532150269,1.0732880372267504,0.9056023359298706,0.9581135087891629,0.3849001794597505,0.5773502691896257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5773502691896257,0.3849001794597505,0.19245008972987526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
38,38,18,192,3,135,42,62,2,10,4,22,48,0.02642559109874826,84.17,4.6,4.150784077201448,14.818181818181818,1.0557307004928589,1.019314201439128,0.9014429450035095,0.9610738718148434,0.9622504486493763,0.19245008972987526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19245008972987526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
79,79,29,243,8,176,48,98,0,33,11,31,73,0.02056555269922879,84.27,4.6,4.255756578947368,14.051020408163266,1.1666173934936523,1.0649194876352945,0.9194086790084839,0.9630921318613249,0.2886751345948129,0.2886751345948129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2886751345948129,0.0,0.5773502691896258,0.5773502691896258,0.0,0.2886751345948129,0.0,0.0,0.0,0.0,0
60,48,15,175,13,114,69,54,5,20,7,20,50,0.016593886462882096,79.3,6.5,4.276330690826727,17.16393442622951,1.1184426546096802,1.059433406049555,0.8958094120025635,0.962697222119286,0.1889822365046136,0.944911182523068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1889822365046136,0.0,0.0,0.1889822365046136,0.0,0.0,0.0,0.0,0.0,0.0,0
15,11,4,37,2,42,6,27,0,5,6,4,9,0.029271613342409804,88.43,3.0,4.283018867924528,9.542857142857143,1.0469809770584106,1.0310088736670358,0.8929429054260254,0.9569273906595567,0.3779644730092272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3779644730092272,0.3779644730092272,0.0,0.0,0.7559289460184544,0.0,0.0,0.0,0.0,0
22,24,12,82,3,57,26,39,2,8,3,10,20,0.02744912446758164,86.5,3.7,4.1360201511335015,11.80952380952381,1.1117438077926636,1.1104031630924769,0.8993304371833801,0.9580149069065,0.12309149097933272,0.12309149097933272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9847319278346618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
28,28,10,77,0,57,17,25,0,9,2,13,31,0.012522361359570662,72.05,7.2,4.602564102564102,16.51851851851852,1.197273850440979,1.3669983281029596,0.8968422412872314,0.9527214352901165,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
31,24,17,118,3,98,31,44,4,10,2,7,45,0.02072538860103627,83.46,4.9,4.409722222222222,14.53191489361702,1.1189523935317993,1.4557139548388394,0.8938518166542053,0.9525644797831774,0.4472135954999579,0.8944271909999159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
22,25,10,62,1,47,30,21,0,8,3,9,15,0.015690376569037656,72.46,7.1,4.547904191616767,18.761904761904763,1.0986312627792358,1.0475753091630482,0.9048588871955872,0.9671279996633529,0.31622776601683794,0.6324555320336759,0.0,0.0,0.6324555320336759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31622776601683794,0.0,0.0,0.0,0.0,0
20,18,10,36,3,41,28,33,1,9,3,1,8,0.0387243735763098,105.35,0.6,3.651685393258427,9.026315789473685,1.1356319189071655,1.1134242038977773,0.8928475975990295,0.9559906576130841,0.0,0.7715167498104595,0.0,0.0,0.0,0.0,0.0,0.1543033499620919,0.0,0.0,0.0,0.6172133998483676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
40,45,20,143,10,152,25,83,1,35,16,13,30,0.03424015009380863,86.1,3.9,4.045086705202312,10.41747572815534,1.0640136003494263,1.1962290251696552,0.9028085470199585,0.9475771987213278,0.08804509063256238,0.7043607250604991,0.0,0.0,0.0,0.0,0.0,0.17609018126512477,0.0,0.26413527189768715,0.4402254531628119,0.4402254531628119,0.08804509063256238,0.0,0.0,0.0,0.0,0.0,0.0,0
15,11,6,41,4,37,10,24,0,9,3,5,9,0.03035413153456998,94.76,2.6,3.9264069264069263,10.37037037037037,1.0660102367401123,1.1679207616382175,0.9175977110862732,0.9514607443259313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
72,76,29,206,4,176,57,83,107,26,13,17,68,0.030686799805163176,85.08,4.3,4.333636363636364,13.373831775700934,1.1485708951950073,1.267584416270256,0.8614569306373596,0.9419353955831283,0.41602514716892186,0.8320502943378437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1386750490563073,0.0,0.1386750490563073,0.2773500981126146,0.0,0.1386750490563073,0.0,0.0,0.0,0.0,0
50,25,12,91,4,65,27,27,1,13,6,12,13,0.034160037435657466,83.66,4.8,3.996023856858847,12.936170212765957,1.02257239818573,1.0369280133928571,0.9132108688354492,0.9497382553184733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48507125007266594,0.48507125007266594,0.7276068751089989,0.0,0.0,0.0,0.0,0.0,0.0,0
81,86,28,219,9,187,59,76,5,27,14,16,44,0.027094831911690917,84.47,4.5,4.192982456140351,12.714285714285714,1.0803645849227905,1.0507672429084778,0.9170688986778259,0.9558912659513539,0.5669467095138409,0.7559289460184544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1889822365046136,0.1889822365046136,0.0,0.0,0.0,0.1889822365046136,0.0,0.0,0.0,0.0,0
75,103,40,192,8,230,94,90,9,29,13,25,31,0.020279405137449302,83.96,4.7,4.043795620437956,14.417391304347825,1.088265299797058,1.0942665544049492,0.9029203653335571,0.9605500549077988,0.10425720702853739,0.6255432421712244,0.0,0.0,0.0,0.0,0.0,0.3127716210856122,0.0,0.41702882811414954,0.20851441405707477,0.3127716210856122,0.20851441405707477,0.0,0.3127716210856122,0.0,0.20851441405707477,0.0,0.0,0
36,29,18,112,1,56,21,24,0,12,5,20,39,0.011581291759465479,84.41,6.6,4.034068136272545,22.0,1.0707223415374756,1.039828130177089,0.8706316947937012,0.9715660631656646,0.30151134457776363,0.6030226891555273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30151134457776363,0.6030226891555273,0.0,0.0,0.0,0.30151134457776363,0.0,0.0,0.0,0.0,0
29,35,21,72,1,72,10,27,1,13,4,4,23,0.01705855232826187,89.79,4.5,4.117505995203837,16.925925925925927,1.0804753303527832,1.0609505662211665,0.8971969485282898,0.965742860849087,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
69,60,22,185,10,131,46,44,1,17,10,27,36,0.023348017621145373,84.17,4.6,4.184108527131783,13.26086956521739,1.0573092699050903,1.0294388409318596,0.9259118437767029,0.958668555532183,0.15249857033260467,0.30499714066520933,0.0,0.0,0.0,0.0,0.0,0.30499714066520933,0.0,0.30499714066520933,0.0,0.7624928516630234,0.30499714066520933,0.0,0.15249857033260467,0.0,0.0,0.0,0.0,0
48,35,22,105,2,97,53,45,7,14,10,8,18,0.036138613861386136,85.89,4.0,4.0544,11.73134328358209,1.074734091758728,1.1160288799640745,0.8874354958534241,0.9632615574768612,0.0,0.8846517369293828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4423258684646914,0.14744195615489714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
35,27,16,105,9,61,31,22,4,7,8,10,19,0.01694915254237288,69.72,8.1,4.415011037527594,21.44,1.0626107454299927,1.0615493926134976,0.9124786257743835,0.9624416175342742,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
39,51,40,104,4,108,32,39,0,19,8,10,37,0.019815668202764977,89.48,4.7,3.9442815249266863,17.08695652173913,1.2040361166000366,1.1558189942286565,0.8958562612533569,0.9595058870315551,0.35355339059327373,0.35355339059327373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35355339059327373,0.0,0.0,0.0,0.0,0.35355339059327373,0.7071067811865475,0.0,0
56,64,33,211,13,169,39,47,1,23,7,8,64,0.023529411764705882,89.18,4.8,4.121739130434783,17.366197183098592,1.121803879737854,1.1391412426785725,0.9284279942512512,0.9382976546883584,0.19611613513818404,0.7844645405527362,0.0,0.0,0.0,0.0,0.0,0.3922322702763681,0.0,0.0,0.0,0.3922322702763681,0.19611613513818404,0.0,0.0,0.0,0.0,0.0,0.0,0
35,45,21,117,6,96,29,39,2,6,8,12,41,0.01805372082782915,84.27,4.6,4.166409861325116,14.865384615384615,1.0695327520370483,1.0090380099511915,0.9103139638900757,0.9566038886706034,0.2886751345948129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2886751345948129,0.2886751345948129,0.0,0.0,0.0,0.8660254037844387,0.0,0.0,0
25,18,21,129,1,98,24,36,0,15,6,16,50,0.027906976744186046,79.6,6.4,4.358642972536349,16.804878048780488,1.1489086151123047,1.2433957092223629,0.9161264896392822,0.952355541785558,0.5773502691896258,0.5773502691896258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5773502691896258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
15,31,12,44,2,57,19,24,0,3,4,2,17,0.02003434459072696,83.86,4.7,4.24,13.392857142857142,1.081057071685791,1.0917567355292184,0.8826018571853638,0.9604522585868835,0.0,0.4472135954999579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8944271909999159,0.0,0.0,0.0,0.0,0
28,37,25,123,5,105,40,58,0,4,9,15,29,0.026340996168582376,87.01,3.5,4.041033434650456,11.885714285714286,1.0520086288452148,1.0132937012492,0.9164295196533203,0.9527569247616662,0.14433756729740646,0.2886751345948129,0.0,0.0,0.0,0.0,0.0,0.14433756729740646,0.0,0.2886751345948129,0.8660254037844387,0.14433756729740646,0.14433756729740646,0.0,0.0,0.0,0.0,0.0,0.0,0
48,48,35,141,8,140,47,73,5,23,9,12,27,0.03268876611418048,84.98,4.3,3.8778004073319754,12.692307692307692,1.0575767755508423,1.0642140200643828,0.9100216627120972,0.9589268397539854,0.0,0.35856858280031806,0.0,0.0,0.0,0.0,0.0,0.23904572186687872,0.0,0.0,0.47809144373375745,0.7171371656006361,0.11952286093343936,0.0,0.0,0.0,0.23904572186687872,0.0,0.0,0
70,55,30,191,5,121,57,54,4,28,13,33,68,0.013116236996834011,78.38,6.8,4.121822033898305,19.089285714285715,1.0873844623565674,1.0538830619591932,0.8884090185165405,0.960425410270691,0.4364357804719848,0.8728715609439696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2182178902359924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
127,144,33,282,25,298,151,123,3,44,26,24,79,0.036478599221789886,85.18,4.2,4.340857787810384,12.867816091954023,1.2157865762710571,1.102076749543886,0.9321297407150269,0.9534638573726019,0.46188021535170054,0.808290376865476,0.0,0.0,0.0,0.0,0.0,0.23094010767585027,0.0,0.0,0.23094010767585027,0.0,0.11547005383792514,0.0,0.11547005383792514,0.0,0.0,0.0,0.0,0
34,43,21,87,9,82,35,31,0,11,7,4,31,0.029014507253626812,85.08,4.3,4.1630971993410215,14.754716981132075,1.0858087539672852,1.0636074004634735,0.915789783000946,0.9616943915685018,0.0,0.6575959492214292,0.0,0.0,0.0,0.0,0.0,0.1643989873053573,0.0,0.0,0.0,0.6575959492214292,0.3287979746107146,0.0,0.0,0.0,0.0,0.0,0.0,0
28,14,22,76,7,48,14,30,3,3,3,10,19,0.02026715799170889,77.13,5.3,4.694594594594594,12.93939393939394,1.0697858333587646,1.060678521792094,0.9099611043930054,0.9620692525058985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
30,26,15,76,3,57,33,23,5,8,2,13,28,0.03185011709601874,82.34,5.3,4.199074074074074,17.612903225806452,1.1209077835083008,1.5066871108679936,0.9034761786460876,0.9618336473192487,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0
70,51,31,150,8,164,38,110,2,19,6,6,45,0.038040893961008085,87.72,3.3,3.913946587537092,10.64406779661017,1.1461148262023926,1.235514678738334,0.9144498109817505,0.9551149093827536,0.0,0.5157106231293966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7219948723811553,0.41256849850351734,0.20628424925175867,0.0,0.0,0.0,0.0,0.0,0.0,0
107,81,29,296,25,203,101,113,7,15,17,31,90,0.020627417275461968,85.28,4.2,4.241025641025641,12.943548387096774,1.1131675243377686,1.1744081526994705,0.9154940843582153,0.9619935934360211,0.4472135954999579,0.4472135954999579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22360679774997896,0.0,0.22360679774997896,0.6708203932499369,0.0,0.22360679774997896,0.0,0.0,0.0,0.0,0
73,103,51,150,33,224,53,111,8,20,11,12,30,0.027246653919694074,95.88,2.2,3.8216756341275944,11.354166666666666,1.0642331838607788,1.0131592485639784,0.9071536660194397,0.9603003076144627,0.6527533657682196,0.4662524041201569,0.0,0.0,0.0,0.0,0.0,0.09325048082403138,0.0,0.27975144247209416,0.09325048082403138,0.18650096164806276,0.4662524041201569,0.0,0.0,0.0,0.09325048082403138,0.0,0.0,0
23,25,11,72,3,67,36,27,0,11,5,4,16,0.0296655879180151,94.35,2.8,3.7797752808988765,15.571428571428571,1.0535619258880615,1.287910403876469,0.8971133828163147,0.9629888832569122,0.0,0.9486832980505138,0.0,0.0,0.0,0.0,0.0,0.15811388300841897,0.0,0.15811388300841897,0.0,0.15811388300841897,0.0,0.0,0.0,0.0,0.15811388300841897,0.0,0.0,0
14,15,10,51,3,55,5,21,0,4,3,5,13,0.030534351145038167,84.17,4.6,3.96085409252669,13.958333333333334,1.1314921379089355,1.4105540364980698,0.9056627750396729,0.9568261737408845,0.5773502691896258,0.0,0.0,0.0,0.0,0.0,0.0,0.5773502691896258,0.0,0.0,0.0,0.5773502691896258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
57,64,15,163,5,172,65,66,1,19,7,19,49,0.022292993630573247,94.25,2.8,4.085513078470825,13.311827956989248,1.0684787034988403,1.0621232464909554,0.8950431942939758,0.9595435127135246,0.0,0.16012815380508713,0.0,0.0,0.0,0.0,0.0,0.08006407690254357,0.0,0.16012815380508713,0.40032038451271784,0.8807048459279793,0.0,0.0,0.08006407690254357,0.0,0.0,0.0,0.0,0
24,15,6,39,3,30,6,22,1,5,4,1,8,0.031678082191780824,94.76,2.6,3.978165938864629,11.083333333333334,1.0344246625900269,1.1048016498486202,0.9345822930335999,0.9608475539995276,0.0,0.8944271909999159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4472135954999579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
97,91,50,249,12,216,78,95,35,49,18,22,49,0.04187946884576098,86.2,3.8,3.9297771775827144,11.630573248407643,1.1158276796340942,1.1241223969549503,0.9164022207260132,0.9598321215464518,0.08084520834544433,0.727606875108999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3233808333817773,0.40422604172722165,0.40422604172722165,0.16169041669088866,0.0,0.08084520834544433,0.0,0.0,0.0,0.0,0
25,31,11,55,1,62,44,29,1,4,4,9,12,0.024251805985552117,92.32,3.6,3.7789203084832903,16.75862068965517,1.0253729820251465,1.0052614746422603,0.9245020747184753,0.9622288580451693,0.5345224838248488,0.8017837257372732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2672612419124244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
83,106,46,270,18,294,91,133,12,30,15,33,76,0.027252747252747254,84.88,4.4,3.9824759751271905,13.136645962732919,1.101053237915039,1.043946623802185,0.9219467639923096,0.9580969945076974,0.0,0.5834599659915782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7293249574894728,0.14586499149789456,0.2917299829957891,0.0,0.0,0.14586499149789456,0.0,0.0,0.0,0.0,0
33,32,21,98,2,103,34,25,3,10,5,6,39,0.02716390423572744,85.12,6.3,3.9222972972972974,22.032258064516128,1.0215777158737183,1.0083172967036564,0.8994473218917847,0.9542278232781783,0.0,0.8164965809277261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4082482904638631,0.4082482904638631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
23,29,11,118,13,124,40,53,1,10,7,9,34,0.024930747922437674,92.83,3.4,3.798258345428157,14.0,1.0936137437820435,1.0432063043117523,0.8890615105628967,0.9688630277110685,0.0,0.31622776601683794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6324555320336759,0.0,0.0,0.31622776601683794,0.0,0.6324555320336759,0.0,0.0,0
17,14,13,50,2,43,6,23,0,8,4,4,11,0.06324666198172874,94.56,2.7,3.8450704225352115,10.935483870967742,1.217462182044983,1.1428947871731174,0.8787271976470947,0.9502893050511678,0.0,0.8164965809277261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4082482904638631,0.0,0.0,0.0,0.0,0.4082482904638631,0.0,0.0,0.0,0.0,0
45,57,11,115,1,98,21,32,1,22,17,6,37,0.019271051529116047,76.05,7.7,4.326500732064422,21.764705882352942,1.104773998260498,1.1249890232086182,0.8975121378898621,0.9716786295175552,0.0,0.9486832980505138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31622776601683794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
148,107,49,260,9,219,21,107,9,34,15,43,65,0.02512776831345826,82.65,5.2,4.219745222929936,15.280701754385966,1.0942960977554321,1.1325693166617192,0.9212247729301453,0.9662517625838518,0.2773500981126146,0.2773500981126146,0.0,0.0,0.0,0.0,0.0,0.1386750490563073,0.0,0.0,0.6933752452815365,0.41602514716892186,0.0,0.0,0.0,0.0,0.41602514716892186,0.0,0.0,0
31,34,16,97,7,75,28,10,0,9,9,11,25,0.02619349387410224,53.31,16.5,4.125,40.92857142857143,1.2310476303100586,1.09449853346898,0.929671585559845,0.9670494198799133,0.0,0.3849001794597505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19245008972987526,0.769800358919501,0.3849001794597505,0.19245008972987526,0.0,0.0,0.0,0.19245008972987526,0.0,0.0,0
69,64,36,235,12,193,94,98,2,33,23,36,59,0.013519406890536415,84.27,4.6,3.940514469453376,14.349514563106796,1.0455527305603027,1.0133656130896673,0.9089230895042419,0.9636772022797511,0.5039526306789696,0.1259881576697424,0.0,0.0,0.0,0.0,0.0,0.1259881576697424,0.0,0.2519763153394848,0.5039526306789696,0.2519763153394848,0.1259881576697424,0.0,0.2519763153394848,0.0,0.5039526306789696,0.0,0.0,0
26,23,14,87,2,85,36,42,0,14,10,3,26,0.02692119432207538,93.64,3.1,3.9511677282377917,12.978260869565217,1.031640648841858,1.1230115989844005,0.9164855480194092,0.9536846501486642,0.22941573387056174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22941573387056174,0.917662935482247,0.0,0.22941573387056174,0.0,0.0,0.0,0.0,0.0,0.0,0
34,19,21,87,3,79,39,37,2,7,5,6,25,0.025166923472008218,94.15,2.9,3.9458917835671343,13.863636363636363,1.0412935018539429,1.1002661552694109,0.9117136597633362,0.9632521101406643,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0
57,61,23,136,6,129,71,57,36,27,13,12,24,0.028526970954356846,85.39,4.2,4.008938547486034,12.822222222222223,1.0731931924819946,1.1283877868401377,0.9038791656494141,0.9598285201433543,0.22360679774997896,0.5590169943749475,0.0,0.0,0.0,0.0,0.0,0.11180339887498948,0.0,0.11180339887498948,0.22360679774997896,0.5590169943749475,0.4472135954999579,0.0,0.0,0.0,0.22360679774997896,0.0,0.0,0
15,14,11,62,3,58,11,24,2,3,2,6,18,0.038565996740901685,88.13,3.1,4.374233128834356,9.80952380952381,1.1223424673080444,1.0793019930521648,0.9202792048454285,0.952655553817749,0.0,0.4472135954999579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8944271909999159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
24,26,3,103,1,81,24,34,0,12,6,11,34,0.02096236303001429,93.24,3.2,4.143418467583497,14.285714285714286,1.0220698118209839,1.0046638318470547,0.9170527458190918,0.9617248124936048,0.5883484054145521,0.5883484054145521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3922322702763681,0.0,0.0,0.3922322702763681,0.0,0.0,0.0,0.0,0.0,0.0,0
21,19,7,62,2,37,7,21,0,12,5,9,17,0.03111111111111111,82.75,5.2,4.223728813559322,14.478260869565217,1.0794854164123535,1.04940636779951,0.8916908502578735,0.960110686042092,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
39,24,16,99,9,68,29,22,5,14,6,13,26,0.014951627088830254,68.81,8.5,4.233870967741935,23.5,1.0822948217391968,1.0394439924330938,0.9175706505775452,0.966092050075531,0.2581988897471611,0.7745966692414834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2581988897471611,0.0,0.0,0.5163977794943222,0.0,0.0,0.0,0.0,0
69,50,36,123,9,149,67,65,4,18,9,14,46,0.022868032396379228,92.63,3.4,3.904301075268817,15.716216216216216,1.115891695022583,1.073054428283985,0.9082210063934326,0.9655217552185058,0.0,0.7001400420140048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14002800840280097,0.0,0.7001400420140048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
35,40,18,79,1,87,18,33,0,9,6,4,17,0.020454545454545454,85.49,4.1,4.0169172932330826,14.08695652173913,1.1968472003936768,1.275917039198034,0.9273244738578796,0.9486541982853052,0.0,0.6546536707079772,0.0,0.0,0.0,0.0,0.0,0.2182178902359924,0.0,0.0,0.6546536707079772,0.0,0.2182178902359924,0.0,0.2182178902359924,0.0,0.0,0.0,0.0,0
49,36,22,129,5,98,53,36,2,12,7,19,51,0.016136066288704752,71.44,7.4,4.591251885369532,18.046511627906977,1.1300219297409058,1.1148470342159271,0.90839684009552,0.9614373082699983,0.0,0.5547001962252291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5547001962252291,0.2773500981126146,0.5547001962252291,0.0,0.0,0.0,0.0,0.0,0.0,0
45,59,15,93,5,112,44,69,0,20,7,10,26,0.029298751200768493,86.71,3.7,3.8114754098360657,11.88,1.0568352937698364,1.0597425989202551,0.8999990820884705,0.9538474347856309,0.3535533905932738,0.23570226039551587,0.0,0.0,0.0,0.0,0.0,0.23570226039551587,0.0,0.11785113019775793,0.7071067811865476,0.3535533905932738,0.11785113019775793,0.0,0.23570226039551587,0.0,0.23570226039551587,0.0,0.0,0
39,26,25,110,4,92,43,43,1,11,7,19,44,0.023265651438240272,74.49,6.3,4.346534653465347,18.304347826086957,1.0757529735565186,1.058311651492941,0.8840410113334656,0.9692271479538509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
110,99,45,236,22,201,47,95,0,27,23,28,64,0.024924795874516546,81.63,5.6,4.085413929040736,16.86,1.141998291015625,1.1521634101867675,0.9137451648712158,0.9671649361650149,0.42640143271122083,0.21320071635561041,0.0,0.0,0.0,0.0,0.0,0.21320071635561041,0.0,0.10660035817780521,0.10660035817780521,0.6396021490668313,0.31980107453341566,0.0,0.42640143271122083,0.0,0.10660035817780521,0.0,0.0,0
42,19,44,158,8,113,52,15,4,11,10,16,40,0.017848755284170972,77.81,9.1,3.9600532623169107,29.333333333333332,1.0514793395996094,1.054797758658727,0.9043618440628052,0.9608244028958407,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.5,0.0,0.25,0.0,0.0,0.5,0.0,0.25,0.0,0.0,0
33,40,35,144,1,136,76,70,5,11,10,11,34,0.02094972067039106,85.39,4.2,4.2535392535392536,12.76923076923077,1.026678442955017,1.0705837044450972,0.9008433818817139,0.9615917580468314,0.0,0.22237479499833035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14824986333222023,0.9636241116594315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
33,10,17,142,7,63,37,28,0,17,5,27,53,0.012903225806451613,78.89,6.7,4.32806324110672,20.392857142857142,1.1367908716201782,1.1273531810097073,0.9234547019004822,0.972804684530605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
20,25,13,95,14,51,19,21,1,9,9,10,18,0.03237095363079615,77.06,7.4,4.183257918552036,23.545454545454547,1.0873878002166748,1.0241140489992888,0.9259182810783386,0.9653732695362784,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.5,0.0,0.0,0.0,0.75,0.0,0.0,0
49,50,25,123,11,92,41,40,6,10,17,8,35,0.016170212765957447,72.56,7.0,4.503095975232198,17.928571428571427,1.0231270790100098,1.004494194801037,0.9166260361671448,0.9668821048736572,0.4472135954999579,0.4472135954999579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4472135954999579,0.0,0.0,0.0,0.0,0.4472135954999579,0.0,0.4472135954999579,0.0,0.0,0
35,41,30,139,10,130,47,47,6,17,10,20,44,0.021700620017714792,81.83,5.5,4.073170731707317,18.354166666666668,1.054049015045166,1.013597378363976,0.9117048978805542,0.9718324875831604,0.2008948590547275,0.13392990603648502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.80357943621891,0.06696495301824251,0.06696495301824251,0.0,0.0,0.0,0.5357196241459401,0.0,0.0,0
28,9,16,85,8,57,33,23,0,6,9,3,11,0.0384012539184953,63.59,8.4,5.1442542787286065,20.695652173913043,1.0239518880844116,1.0307935890944109,0.9136164784431458,0.9725484387441115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
51,22,40,210,21,135,61,44,2,17,26,32,63,0.03721488595438175,59.23,10.1,4.7044989775051125,24.782608695652176,1.0919169187545776,1.0105441093444825,0.8873084783554077,0.9695144138838115,0.0,0.0,0.0,0.19127301391900148,0.0,0.0,0.0,0.19127301391900148,0.0,0.06375767130633382,0.9563650695950074,0.0,0.0,0.0,0.06375767130633382,0.0,0.06375767130633382,0.0,0.0,0
