ADJ,ADV,CONJ,NOUN,NUM,VERB,COMMA,FULLSTOP,SPECIAL-,FUNCTION-A,FUNCTION-IN,FUNCTION-OF,FUNCTION-THE,uppercase_freq,flesch_reading_ease,flesch_kincaid_grade_level,avg_word_length,avg_sentence_length,text_perplexity,avg_sentence_perplexity,label
10,3,0,18,0,9,2,2,1,4,0,3,4,0.011160714285714286,35.95,16.9,5.169014084507042,38.0,1.2478392124176025,1.1774204969406128,0
18,5,0,22,0,7,2,5,0,1,2,4,2,0.008756567425569177,30.26,12.9,6.153846153846154,17.0,1.324333667755127,1.0409682750701905,0
6,1,0,13,1,3,2,2,2,1,2,1,2,0.038461538461538464,42.72,12.3,5.523809523809524,25.0,1.255977749824524,1.0194809436798096,0
2,0,0,16,1,7,0,1,0,1,1,1,1,0.00796812749003984,25.46,18.9,5.594594594594595,38.0,1.3830633163452148,1.3830633163452148,0
1,0,0,6,0,2,0,1,0,0,1,3,4,0.02962962962962963,41.7,12.7,5.095238095238095,22.0,1.6861457824707031,1.6861457824707031,0
5,0,0,21,0,7,1,3,2,0,1,2,1,0.014245014245014245,29.86,13.1,5.78,19.333333333333332,1.2809678316116333,1.0041003624598186,0
1,3,0,8,0,4,3,1,0,0,1,1,2,0.01904761904761905,31.55,16.6,5.451612903225806,35.0,1.9840049743652344,1.9840049743652344,0
5,0,0,6,0,4,1,1,1,2,2,0,1,0.005714285714285714,12.26,17.8,5.423076923076923,29.0,1.4668139219284058,1.4668139219284058,0
5,0,0,6,0,0,1,1,0,1,0,0,0,0.03731343283582089,43.73,11.9,5.3,23.0,1.2701722383499146,1.2701722383499146,0
6,4,0,25,0,7,2,3,3,2,2,6,6,0.006756756756756757,49.45,11.8,5.367647058823529,25.333333333333332,1.1973434686660767,1.0015681982040405,0
3,1,0,13,0,4,0,2,0,0,0,2,3,0.008333333333333333,12.94,15.4,6.03030303030303,18.0,1.4391447305679321,1.0712003111839294,0
4,3,0,14,0,7,0,3,0,1,1,0,0,0.009933774834437087,55.95,9.3,5.369565217391305,16.333333333333332,1.376828670501709,1.1394100189208984,0
2,0,0,4,0,3,2,1,0,0,1,0,0,0.0859375,77.23,5.2,4.409090909090909,25.0,1.7242484092712402,1.7242484092712402,0
3,3,0,4,0,2,1,1,0,0,0,0,0,0.008333333333333333,14.97,14.7,6.928571428571429,17.0,1.0190176963806152,1.0190176963806152,0
9,3,0,15,3,4,1,3,1,0,2,2,1,0.03363914373088685,46.47,10.8,5.28,19.333333333333332,1.275252342224121,1.6185219685236614,0
3,0,0,8,0,3,0,1,1,0,1,0,0,0.018518518518518517,9.89,16.6,6.380952380952381,24.0,1.025373101234436,1.025373101234436,0
